season_label,season_key,season_type,as_of_date,team,team_icon,team_color,gp,w,l,t,pts,gf,ga,diff
Regular Season 2022-2023,2022-2023,regular,2023-02-09,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,39,19,19,1,39,166,201,-35
Regular Season 2022-2023,2022-2023,regular,2023-02-09,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,39,15,22,2,32,153,166,-13
Regular Season 2022-2023,2022-2023,regular,2023-02-09,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,39,23,14,2,48,189,151,38
Regular Season 2022-2023,2022-2023,regular,2023-02-09,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,39,21,18,0,42,169,166,3
Regular Season 2022-2023,2022-2023,regular,2023-02-09,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,39,12,26,1,25,155,206,-51
Regular Season 2022-2023,2022-2023,regular,2023-02-09,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,39,25,14,0,50,219,173,46
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,40,18,22,0,36,207,204,3
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,40,22,18,0,44,204,185,19
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,40,19,20,1,39,168,210,-42
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,40,16,22,2,34,160,166,-6
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,40,23,15,2,48,191,156,35
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,40,21,19,0,42,169,173,-4
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,40,13,26,1,27,163,210,-47
Regular Season 2022-2023,2022-2023,regular,2023-02-13,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,40,25,15,0,50,223,181,42
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,41,18,22,1,37,207,204,3
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,41,22,19,0,44,209,191,18
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,41,20,20,1,41,174,214,-40
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,41,16,22,3,35,160,166,-6
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,41,24,15,2,50,194,156,38
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,41,21,20,0,42,169,176,-7
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,41,13,27,1,27,167,216,-49
Regular Season 2022-2023,2022-2023,regular,2023-02-16,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,41,26,15,0,52,229,186,43
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,42,18,23,1,37,211,209,2
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,42,23,19,0,46,219,193,26
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,42,20,21,1,41,176,221,-45
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,42,16,23,3,35,162,176,-14
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,42,25,15,2,52,203,162,41
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,42,22,20,0,44,176,178,-2
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,42,13,28,1,27,173,225,-52
Regular Season 2022-2023,2022-2023,regular,2023-02-20,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,42,27,15,0,54,234,190,44
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,43,19,23,1,39,224,213,11
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,43,23,20,0,46,223,206,17
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,43,21,21,1,43,181,225,-44
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,43,17,23,3,37,168,180,-12
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,43,25,16,2,52,207,167,40
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,43,22,21,0,44,176,181,-5
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,43,14,28,1,29,176,225,-49
Regular Season 2022-2023,2022-2023,regular,2023-02-23,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,43,27,16,0,54,238,196,42
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,44,19,24,1,39,227,217,10
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,44,24,20,0,48,230,209,21
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,44,21,22,1,43,183,237,-54
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,44,17,24,3,37,172,186,-14
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,44,26,16,2,54,213,171,42
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,44,23,21,0,46,180,184,-4
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,44,14,29,1,29,179,232,-53
Regular Season 2022-2023,2022-2023,regular,2023-02-27,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,44,28,16,0,56,250,198,52
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,45,19,25,1,39,229,221,8
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,45,25,20,0,50,234,211,23
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,45,22,22,1,45,187,239,-52
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,45,18,24,3,39,179,190,-11
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,45,27,16,2,56,220,173,47
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,45,23,22,0,46,182,188,-6
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,45,14,30,1,29,183,239,-56
Regular Season 2022-2023,2022-2023,regular,2023-03-02,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,45,28,17,0,56,252,205,47
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,46,19,26,1,39,232,227,5
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,46,26,20,0,52,241,216,25
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,46,22,22,2,46,187,239,-52
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,46,18,24,4,40,179,190,-11
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,46,27,17,2,56,225,180,45
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,46,24,22,0,48,189,194,-5
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,46,15,30,1,31,189,242,-53
Regular Season 2022-2023,2022-2023,regular,2023-03-06,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,46,28,18,0,56,258,212,46
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,47,20,26,1,41,236,230,6
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,47,27,20,0,54,247,218,29
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,47,22,23,2,46,189,245,-56
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,47,18,25,4,40,180,192,-12
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,47,27,18,2,56,228,184,44
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,47,25,22,0,50,191,195,-4
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,47,15,31,1,31,192,253,-61
Regular Season 2022-2023,2022-2023,regular,2023-03-09,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,47,29,18,0,58,269,215,54
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,1,0,0,1,1,4,4,0
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,1,0,0,1,1,4,4,0
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,1,1,0,0,2,3,2,1
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,1,0,0,1,1,3,3,0
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,1,1,0,0,2,8,5,3
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,1,0,1,0,0,5,8,-3
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,1,0,0,1,1,3,3,0
Playoffs 2023-2024,2023-2024,playoffs,2024-03-18,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,1,0,1,0,0,2,3,-1
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,2,1,0,1,3,9,7,2
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,2,1,0,1,3,10,6,4
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,2,1,0,1,3,6,5,1
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,2,0,1,1,1,6,8,-2
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,2,2,0,0,4,17,8,9
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,2,0,1,1,1,8,11,-3
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,2,0,1,1,1,5,9,-4
Playoffs 2023-2024,2023-2024,playoffs,2024-03-21,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,2,0,2,0,0,5,12,-7
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,3,2,0,1,5,15,9,6
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,3,1,1,1,3,14,13,1
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,3,1,1,1,3,8,11,-3
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,3,1,1,1,3,13,12,1
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,3,2,1,0,4,19,12,7
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,3,1,1,1,3,13,15,-2
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,3,1,1,1,3,9,11,-2
Playoffs 2023-2024,2023-2024,playoffs,2024-03-25,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,3,0,3,0,0,9,17,-8
